fecha,hora,emisiones_co
45095,22,0.102
45095,23,0.047
45096,0,-0.011
45096,1,-0.033
45096,2,-0.073
45096,3,-0.075
45096,4,0.009
45096,5,-0.008
45096,6,0.223
45096,7,0.423
45096,8,0.337
45096,9,0.331
45096,10,0.165
45096,11,0.154
45096,12,0.095
45096,13,0.156
45096,14,0.043
45096,15,0.079
45096,16,0.116
45096,17,0.298
45096,18,0.417
45096,19,0.584
45096,20,0.569
45096,21,0.454
45096,22,0.298
45096,23,0.131
45097,0,-0.004
45097,2,0.032
45097,3,0.012
45097,4,0.017
45097,5,0.117
45097,6,0.349
45097,7,0.627
45097,8,0.44
45097,9,0.324
45097,10,0.315
45097,11,0.23
45097,12,0.206
45097,13,0.191
45097,14,0.228
45097,15,0.246
45097,16,0.285
45097,17,0.331
45097,18,0.406
45097,19,0.602
45097,20,0.512
45097,21,0.499
45097,22,0.321
45097,23,0.177
45098,0,0.118
45098,1,0.11
45098,2,0.082
45098,3,0.05
45098,4,0.062
45098,5,0.178
45098,6,0.372
45098,7,0.631
45098,8,0.454
45098,9,0.274
45098,10,0.097
45098,13,0.223
45098,14,0.222
45098,15,0.188
45098,16,0.232
45098,17,0.276
45098,18,0.339
45098,19,0.684
45098,20,0.631
45098,21,0.351
45098,22,0.387
45098,23,0.327
45099,0,0.241
45099,2,0.184
45099,3,0.199
45099,4,0.362
45099,5,0.377
45099,6,0.517
45099,7,0.603
45099,8,0.557
45099,9,0.419
45099,10,0.38
45099,11,0.354
45099,12,0.302
45099,13,0.29
45099,14,0.291
45099,15,0.303
45099,16,0.396
45099,17,0.531
45099,18,0.68
45099,19,1.013
45099,20,0.955
45099,21,1.173
45099,22,0.89
45099,23,1.019
45100,0,0.885
45100,1,0.69
45100,2,0.493
45100,3,0.504
45100,4,0.282
45100,5,0.353
45100,6,1.269
45100,7,1.683
45100,8,1.87
45100,9,1.189
45100,10,0.608
45100,11,0.348
45100,12,0.321
45100,13,0.343
45100,14,0.407
45100,15,0.495
45100,16,0.347
45100,17,0.652
45100,18,0.82
45100,19,0.721
45100,20,0.753
45100,21,0.876
45100,22,0.795
45100,23,0.582
45101,0,0.396
45101,2,0.381
45101,3,0.413
45101,4,0.47
45101,5,0.85
45101,6,1.576
45101,7,1.407
45101,8,0.887
45101,9,0.427
45101,10,0.309
45101,11,0.291
45101,12,0.36
45101,13,0.404
45101,14,0.476
45101,15,0.452
45101,16,0.478
45101,17,0.545
45101,18,0.813
45101,19,0.706
45101,20,0.712
45101,21,0.792
45101,22,0.721
45101,23,0.551
45102,0,0.712
45102,1,0.693
45102,2,0.619
45102,3,0.643
45102,4,0.646
45102,5,0.588
45102,6,0.487
45102,7,0.649
45102,8,0.785
45102,9,0.676
45102,10,0.564
45102,11,0.37
45102,12,0.344
45102,13,0.279
45102,14,0.411
45102,15,0.483
45102,16,0.531
45102,17,0.472
45102,18,0.612
45102,19,0.691
45102,20,0.793
45102,21,0.547
45102,22,0.539
45102,23,0.477
45103,0,0.352
45103,2,0.248
45103,3,0.255
45103,4,0.248
45103,5,0.531
45103,6,1.064
45103,7,2.773
45103,8,1.053
45103,9,0.571
45103,10,0.518
45103,11,0.467
45103,12,0.437
45103,13,0.369
45103,14,0.35
45103,15,0.493
45103,16,0.509
45103,17,0.531
45103,18,0.921
45103,19,1.153
45103,20,1.097
45103,21,1.288
45103,22,0.976
45103,23,0.977
45104,0,0.525
45104,1,0.493
45104,2,0.531
45104,3,0.379
45104,4,0.427
45104,5,0.585
45104,6,0.825
45104,7,0.954
45104,8,0.714
45104,9,0.501
45104,10,0.442
45104,11,0.371
45104,12,0.323
45104,13,0.369
45104,14,0.362
45104,15,0.433
45104,16,0.472
45104,17,0.55
45104,18,0.798
45104,19,1.096
45104,20,0.964
45104,21,0.816
45104,22,0.899
45104,23,0.555
45105,0,0.829
45105,2,0.53
45105,3,0.543
45105,4,0.402
45105,5,0.986
45105,6,1.813
45105,7,1.575
45105,8,0.761
45105,9,0.474
45105,10,0.51
45105,11,0.454
45105,12,0.421
45105,13,0.427
45105,14,0.362
45105,15,0.405
45105,16,0.436
45105,17,0.574
45105,18,0.735
45105,19,0.87
45105,20,0.951
45105,21,0.834
45105,22,0.68
45105,23,0.373
45106,0,0.304
45106,1,0.253
45106,2,0.2
45106,3,0.213
45106,4,0.274
45106,5,0.334
45106,6,0.603
45106,7,0.625
45106,8,0.548
45106,9,0.383
45106,10,0.307
45106,11,0.345
45106,12,0.346
45106,13,0.373
45106,14,0.357
45106,15,0.301
45106,16,0.349
45106,17,0.496
45106,18,0.806
45106,19,0.653
45106,20,0.746
45106,21,0.671
45106,22,0.499
45106,23,0.335
45107,0,0.253
45107,2,0.237
45107,3,0.248
45107,4,0.228
45107,5,0.288
45107,6,0.46
45107,7,0.695
45107,8,0.659
45107,9,0.605
45107,10,0.582
45107,11,0.453
45107,12,0.424
45107,13,0.414
45107,14,0.431
45107,15,0.378
45107,16,0.453
45107,17,0.517
45107,18,0.587
45107,19,0.744
45107,20,0.846
45107,21,0.867
45107,22,0.653
45107,23,0.517
45108,0,0.452
45108,1,0.387
45108,2,0.386
45108,3,0.357
45108,4,0.341
45108,5,0.283
45108,6,0.552
45108,7,0.756
45108,8,0.796
45108,9,0.752
45108,10,0.631
45108,11,0.59
45108,12,0.527
45108,13,0.487
45108,14,0.441
45108,15,0.437
45108,16,0.524
45108,17,0.596
45108,18,0.791
45108,19,0.866
45108,20,1.114
45108,21,1.31
45108,22,0.782
45108,23,0.718
45109,0,0.597
45109,2,0.687
45109,3,0.619
45109,4,0.612
45109,5,0.865
45109,6,1.28
45109,7,1.165
45109,8,0.785
45109,9,0.584
45109,10,0.59
45109,11,0.614
45109,12,0.57
45109,13,0.505
45109,14,0.497
45109,15,0.471
45109,16,0.518
45109,17,0.696
45109,18,0.79
45109,19,0.666
45109,20,0.691
45109,21,0.642
45109,22,0.539
45109,23,0.443
45110,0,0.444
45110,1,0.417
45110,2,0.384
45110,3,0.4
45110,4,0.406
45110,5,0.483
45110,6,1.179
45110,7,1.846
45110,8,1.171
45110,9,1.054
45110,10,0.962
45110,11,0.688
45110,12,0.639
45110,13,0.616
45110,14,0.58
45110,15,0.618
45110,16,0.556
45110,17,0.783
45110,18,0.93
45110,19,0.908
45110,20,0.623
45110,21,0.684
45110,22,0.653
45110,23,0.393
45111,0,0.207
45111,2,0.189
45111,3,0.246
45111,4,0.359
45111,5,0.542
45111,6,1.922
45111,7,1.946
45111,8,1.099
45111,9,0.952
45111,10,1.031
45111,11,0.73
45111,12,0.561
45111,13,0.509
45111,14,0.55
45111,15,0.574
45111,16,0.608
45111,17,0.914
45111,18,0.697
45111,19,0.837
45111,20,0.838
45111,21,0.81
45111,22,0.815
45111,23,0.668
45112,0,0.555
45112,1,0.504
45112,2,0.489
45112,3,0.485
45112,4,0.539
45112,5,0.937
45112,6,2.165
45112,7,3.062
45112,8,2.069
45112,9,1.16
45112,10,1.031
45112,11,0.704
45112,12,0.562
45112,13,0.704
45112,14,0.677
45112,15,0.691
45112,16,0.907
45112,17,0.793
45112,18,0.79
45112,19,0.774
45112,20,0.661
45112,21,0.717
45112,22,0.544
45112,23,0.459
45113,0,0.351
45113,2,0.235
45113,3,0.212
45113,4,0.363
45113,5,0.52
45113,6,0.653
45113,7,0.835
45113,8,0.85
45113,9,1.006
45113,10,1.174
45113,11,1.157
45113,12,0.809
45113,13,0.646
45113,14,0.692
45113,15,0.541
45113,16,0.607
45113,17,0.805
45113,18,0.993
45113,19,0.775
45113,20,0.756
45113,21,0.891
45113,22,0.786
45113,23,0.552
45114,0,0.562
45114,1,0.509
45114,2,0.511
45114,3,0.511
45114,4,0.503
45114,5,0.788
45114,6,1.482
45114,7,1.846
45114,8,1.31
45114,9,1.188
45114,10,0.947
45114,11,0.83
45114,12,0.699
45114,13,0.667
45114,14,0.614
45114,15,0.625
45114,16,0.769
45114,17,0.808
45114,18,0.875
45114,19,1.087
45114,20,1.063
45114,21,1.039
45114,22,0.883
45114,23,0.58
45115,0,0.443
45115,2,0.338
45115,3,0.392
45115,4,0.467
45115,5,0.634
45115,6,0.959
45115,7,1.666
45115,8,1.352
45115,9,1.323
45115,10,1.025
45115,11,0.826
45115,12,0.712
45115,13,0.662
45115,14,0.556
45115,15,0.618
45115,16,0.561
45115,17,0.704
45115,18,0.843
45115,19,1.196
45115,20,1.604
45115,21,1.369
45115,22,1.349
45115,23,1.288
45116,0,0.963
45116,1,1.262
45116,2,1.263
45116,3,1.184
45116,4,1.049
45116,5,0.731
45116,6,0.636
45116,7,0.565
45116,8,0.552
45116,9,0.568
45116,10,0.518
45116,11,0.395
45116,12,0.386
45116,13,0.402
45116,14,0.416
45116,15,0.41
45116,16,0.445
45116,17,0.487
45116,18,0.472
45116,19,0.607
45116,20,0.778
45116,21,0.692
45116,22,0.69
45116,23,0.632
45117,0,0.462
45117,2,0.294
45117,3,0.357
45117,4,0.481
45117,5,0.651
45117,6,1.506
45117,7,2.716
45117,8,1.563
45117,9,0.727
45117,10,0.45
45117,11,0.422
45117,12,0.487
45117,13,0.404
45117,14,0.453
45117,15,0.498
45117,16,0.491
45117,17,0.583
45117,18,0.85
45117,19,0.963
45117,20,1.009
45117,21,0.717
45117,22,0.525
45117,23,0.733
45118,0,0.549
45118,1,0.592
45118,2,0.553
45118,3,0.492
45118,4,0.575
45118,5,0.936
45118,6,1.711
45118,7,2.351
45118,8,2.335
45118,9,0.692
45118,10,0.475
45118,11,0.474
45118,12,0.434
45118,13,0.386
45118,14,0.419
45118,15,0.409
45118,16,0.468
45118,17,0.446
45118,18,0.522
45118,19,0.48
45118,20,0.706
45118,21,0.606
45118,22,0.554
45118,23,0.538
45119,0,0.585
45119,2,0.398
45119,3,0.401
45119,4,0.43
45119,5,0.669
45119,6,0.932
45119,7,1.123
45119,8,0.91
45119,9,0.559
45119,10,0.345
45119,11,0.35
45119,12,0.358
45119,13,0.348
45119,14,0.412
45119,16,0.235
45119,17,0.495
45119,18,0.446
45119,19,0.641
45119,20,0.873
45119,21,0.813
45119,22,1.024
45119,23,0.499
45120,0,0.287
45120,1,0.279
45120,2,0.334
45120,3,0.294
45120,4,0.375
45120,5,0.812
45120,6,1.903
45120,7,2.007
45120,8,0.797
45120,9,0.525
45120,10,0.465
45120,11,0.313
45120,12,0.351
45120,13,0.287
45120,14,0.314
45120,15,0.328
45120,16,0.344
45120,17,0.39
45120,18,0.794
45120,19,0.889
45120,20,0.841
45120,21,0.662
45120,22,0.417
45120,23,0.419
45121,0,0.694
45121,2,0.346
45121,3,0.302
45121,4,0.402
45121,5,0.463
45121,6,1.082
45121,7,1.357
45121,8,1.464
45121,9,0.435
45121,10,0.382
45121,11,0.285
45121,12,0.283
45121,13,0.247
45121,14,0.267
45121,15,0.38
45121,16,0.481
45121,17,0.618
45121,18,0.924
45121,19,0.984
45121,20,1.009
45121,21,0.796
45121,22,0.524
45121,23,0.429
45122,0,0.558
45122,1,0.593
45122,2,0.476
45122,3,0.576
45122,4,0.421
45122,5,0.721
45122,6,1.392
45122,7,2.099
45122,8,1.807
45122,9,0.883
45122,10,0.283
45122,11,0.294
45122,12,0.359
45122,13,0.339
45122,14,0.343
45122,15,0.305
45122,16,0.367
45122,17,0.637
45122,18,0.8
45122,19,1.014
45122,20,0.995
45122,21,1.134
45122,22,0.955
45122,23,1.082
45123,0,0.951
45123,2,0.62
45123,3,0.937
45123,4,1.072
45123,5,1.257
45123,6,1.28
45123,7,1.555
45123,8,0.697
45123,9,0.227
45123,10,0.211
45123,11,0.243
45123,12,0.232
45123,13,0.255
45123,14,0.236
45123,15,0.268
45123,16,0.418
45123,17,0.526
45123,18,0.601
45123,19,0.507
45123,20,0.414
45123,21,0.431
45123,22,0.397
45123,23,0.364
45124,0,0.31
45124,1,0.272
45124,2,0.158
45124,3,0.267
45124,4,0.368
45124,5,0.411
45124,6,0.587
45124,7,0.694
45124,8,0.54
45124,9,0.481
45124,10,0.499
45124,11,0.434
45124,12,0.32
45124,13,0.32
45124,14,0.293
45124,15,0.293
45124,16,0.351
45124,17,0.492
45124,18,0.392
45124,19,1.177
45124,20,0.654
45124,21,0.674
45124,22,0.882
45124,23,0.812
45125,0,0.359
45125,2,0.439
45125,3,0.46
45125,4,0.351
45125,5,0.445
45125,6,0.814
45125,7,1.319
45125,8,0.671
45125,9,0.353
45125,10,0.301
45125,11,0.309
45125,12,0.346
45125,13,0.264
45125,14,0.335
45125,15,0.367
45125,16,0.305
45125,17,0.394
45125,18,0.643
45125,19,0.545
45125,20,0.58
45125,21,0.509
45125,22,0.375
45125,23,0.306
45126,0,0.199
45126,1,0.143
45126,2,0.088
45126,3,0.08
45126,4,0.085
45126,5,0.294
45126,6,0.44
45126,7,0.509
45126,8,0.464
45126,9,0.337
45126,10,0.238
45126,11,0.236
45126,12,0.296
45126,13,0.28
45126,14,0.292
45126,15,0.274
45126,16,0.333
45126,17,0.394
45126,18,0.486
45126,19,0.783
45126,20,0.679
45126,21,0.44
45126,22,0.39
45126,23,0.373
45127,0,0.318
45127,2,0.269
45127,3,0.33
45127,4,0.233
45127,5,0.276
45127,6,0.348
45127,7,0.382
45127,8,0.388
45127,9,0.347
45127,10,0.286
45127,11,0.345
45127,12,0.251
45127,13,0.307
45127,14,0.367
45127,15,0.421
45127,16,0.428
45127,17,0.439
45127,18,0.61
45127,19,0.644
45127,20,0.617
45127,21,0.442
45127,22,0.343
45127,23,0.241
45128,0,0.157
45128,1,0.129
45128,2,0.116
45128,3,0.212
45128,4,0.142
45128,5,0.207
45128,6,0.47
45128,7,0.698
45128,8,0.494
45128,9,0.378
45128,10,0.286
45128,11,0.41
45128,12,0.352
45128,16,0.088
45128,17,0.224
45128,18,0.326
45128,19,0.495
45128,20,0.683
45128,21,0.574
45128,22,0.418
45128,23,0.252
45129,0,0.188
45129,2,0.149
45129,3,0.122
45129,4,0.028
45129,5,0.053
45129,6,0.205
45129,7,0.388
45129,8,0.233
45129,9,0.143
45129,10,-0.066
45129,11,0.01
45129,12,-0.019
45129,13,-0.045
45129,14,-0.076
45129,15,-0.035
45129,16,0.002
45129,17,0.131
45129,18,0.244
45129,19,0.433
45129,20,0.305
45129,21,0.193
45129,22,0.418
45129,23,0.393
45130,0,0.403
45130,1,0.062
45130,2,-0.057
45130,3,-0.131
45130,4,-0.068
45130,5,0
45130,6,0.136
45130,7,0.255
45130,8,0.128
45130,9,-0.026
45130,10,-0.028
45130,11,-0.032
45130,12,-0.048
45130,13,0.021
45130,14,0.038
45130,15,0.061
45130,16,0.086
45130,17,0.075
45130,18,0.15
45130,19,0.309
45130,20,0.407
45130,21,0.314
45130,22,0.192
45130,23,0.133
45131,0,0.136
45131,2,0.033
45131,3,0.013
45131,4,0.029
45131,5,0.377
45131,6,0.899
45131,7,0.578
45131,8,0.426
45131,9,0.103
45131,10,0.045
45131,11,0.133
45131,13,0.187
45131,14,0.178
45131,15,0.222
45131,16,0.31
45131,17,0.325
45131,18,0.377
45131,19,0.483
45131,20,0.777
45131,21,0.624
45131,22,0.433
45131,23,0.425
45132,0,0.414
45132,1,0.316
45132,2,0.27
45132,3,0.203
45132,4,0.179
45132,5,0.226
45132,6,0.379
45132,7,0.64
45132,8,0.355
45132,9,0.294
45132,10,0.327
45132,11,0.262
45132,12,0.228
45132,13,0.233
45132,14,0.357
45132,15,0.479
45132,16,0.478
45132,17,0.447
45132,18,0.875
45132,19,0.8
45132,20,0.55
45132,21,0.591
45132,22,0.383
45132,23,0.445
45133,0,0.306
45133,2,0.239
45133,3,0.23
45133,4,0.254
45133,5,0.538
45133,6,1.234
45133,7,1.304
45133,8,0.837
45133,9,0.722
45133,10,0.835
45133,11,0.639
45133,12,0.354
45133,13,0.281
45133,14,0.418
45133,15,0.434
45133,16,0.458
45133,17,1.101
45133,18,1.671
45133,19,1.658
45133,20,1.506
45133,21,1.339
45133,22,1.572
45133,23,1.064
45134,0,0.666
45134,1,0.671
45134,2,0.373
45134,3,0.43
45134,4,0.458
45134,5,0.505
45134,6,1.97
45134,7,2.137
45134,8,0.932
45134,9,0.484
45134,10,0.408
45134,11,0.295
45134,12,0.302
45134,13,0.324
45134,14,0.344
45134,15,0.342
45134,16,0.438
45134,17,0.599
45134,18,0.539
45134,19,0.746
45134,20,1.792
45134,21,1.512
45134,22,0.773
45134,23,0.35
45135,0,0.287
45135,2,0.269
45135,3,0.284
45135,4,0.344
45135,5,0.568
45135,6,0.604
45135,7,0.738
45135,8,0.583
45135,9,0.387
45135,10,0.218
45135,11,0.1
45135,12,0.144
45135,13,0.132
45135,14,0.11
45135,15,0.303
45135,16,0.256
45135,17,0.294
45135,18,0.571
45135,19,0.753
45135,20,0.674
45135,21,0.612
45135,22,0.711
45135,23,0.635
45136,0,0.539
45136,1,0.596
45136,2,0.325
45136,3,0.272
45136,4,0.318
45136,5,0.536
45136,6,0.438
45136,7,0.664
45136,8,0.479
45136,9,0.377
45136,10,0.211
45136,11,0.102
45136,12,0.16
45136,13,0.177
45136,14,0.149
45136,15,0.194
45136,16,0.238
45136,17,0.305
45136,18,0.366
45136,19,0.613
45136,20,0.404
45136,21,0.628
45136,22,0.545
45136,23,0.496
45137,0,0.463
45137,2,0.307
45137,3,0.257
45137,4,0.159
45137,5,0.199
45137,6,0.388
45137,7,0.433
45137,8,0.286
45137,9,0.197
45137,10,0.068
45137,11,0.036
45137,12,0.073
45137,13,0.151
45137,14,0.217
45137,15,0.231
45137,16,0.317
45137,17,0.348
45137,18,0.417
45137,19,0.279
45137,20,0.264
45137,21,0.293
45137,22,0.383
45137,23,0.183
45138,0,0.076
45138,1,0.05
45138,2,0.034
45138,3,0.072
45138,4,0.05
45138,5,0.11
45138,6,0.284
45138,7,0.314
45138,8,0.271
45138,9,0.201
45138,10,0.305
45138,11,0.25
45138,12,0.266
45138,13,0.278
45138,14,0.298
45138,15,0.259
45138,16,0.243
45138,17,0.309
45138,18,0.343
45138,19,0.522
45138,20,0.439
45138,21,0.56
45138,22,0.683
45138,23,0.993
45139,0,0.762
45139,2,0.315
45139,3,0.273
45139,4,0.171
45139,5,0.178
45139,6,0.401
45139,7,0.538
45139,8,0.309
45139,9,0.385
45139,10,0.408
45139,11,0.408
45139,12,0.306
45139,13,0.265
45139,14,0.278
45139,15,0.282
45139,16,0.31
45139,17,0.362
45139,18,0.409
45139,19,0.383
45139,20,0.397
45139,21,0.597
45139,22,0.373
45139,23,0.219
45140,0,0.185
45140,1,0.154
45140,2,0.119
45140,3,0.115
45140,4,0.116
45140,5,0.242
45140,6,0.457
45140,7,0.503
45140,8,0.401
45140,12,0.126
45140,13,0.085
45140,14,0.133
45140,15,0.176
45140,16,0.202
45140,17,0.236
45140,18,0.309
45140,19,0.289
45140,20,0.274
45140,21,0.573
45140,22,0.331
45140,23,0.196
45141,0,0.161
45141,2,0.165
45141,3,0.195
45141,4,0.159
45141,5,0.31
45141,6,0.437
45141,7,0.488
45141,8,0.421
45141,9,0.227
45141,10,0.218
45141,11,0.166
45141,12,0.163
45141,13,0.192
45141,14,0.137
45141,15,0.117
45141,16,0.164
45141,17,0.248
45141,18,0.329
45141,19,0.618
45141,20,0.545
45141,21,0.624
45141,22,0.448
45141,23,0.267
45142,0,0.158
45142,1,0.102
45142,2,0.054
45142,3,0.097
45142,4,0.16
45142,5,0.284
45142,6,0.461
45142,7,0.6
45142,8,0.402
45142,9,0.337
45142,10,0.311
45142,11,0.218
45142,12,0.258
45142,13,0.226
45142,14,0.262
45142,15,0.239
45142,16,0.229
45142,17,0.335
45142,18,0.655
45142,19,1.101
45142,20,1.01
45142,21,0.984
45142,22,0.686
45142,23,0.391
45143,0,0.302
45143,2,0.314
45143,3,0.279
45143,4,0.293
45143,5,0.358
45143,6,0.574
45143,7,0.591
45143,8,0.528
45143,9,0.382
45143,10,0.258
45143,11,0.186
45143,12,0.239
45143,13,0.241
45143,14,0.165
45143,15,0.195
45143,16,0.176
45143,17,0.222
45143,18,0.28
45143,19,0.59
45143,20,0.765
45143,21,0.476
45143,22,0.324
45143,23,0.273
45144,0,0.229
45144,1,0.191
45144,2,0.168
45144,3,0.187
45144,4,0.171
45144,5,0.246
45144,6,0.345
45144,7,0.443
45144,8,0.382
45144,9,0.227
45144,10,0.165
45144,11,0.142
45144,12,0.168
45144,13,0.181
45144,14,0.153
45144,15,0.116
45144,16,0.164
45144,17,0.347
45144,18,0.409
45144,19,0.578
45144,20,0.569
45144,21,0.346
45144,22,0.356
45144,23,0.29
45145,0,0.209
45145,2,0.195
45145,3,0.161
45145,4,0.163
45145,5,0.25
45145,6,0.374
45145,7,0.716
45145,8,0.424
45145,9,0.246
45145,10,0.161
45145,11,0.156
45145,12,0.139
45145,13,0.132
45145,14,0.043
45145,15,0.168
45145,16,0.182
45145,17,0.262
45145,18,0.357
45145,19,0.292
45145,20,0.173
45145,21,0.208
45145,22,0.347
45145,23,0.311
45146,0,0.169
45146,1,0.119
45146,2,0.124
45146,3,0.127
45146,4,0.223
45146,5,0.208
45146,6,0.158
45146,7,0.297
45146,8,0.312
45146,9,0.137
45146,10,0.152
45146,11,0.129
45146,12,0.122
45146,13,0.117
45146,14,0.1
45146,15,0.134
45146,16,0.147
45146,17,0.207
45146,18,0.237
45146,19,0.327
45146,20,0.202
45146,21,0.182
45146,22,0.125
45146,23,0.139
45147,0,0.161
45147,2,0.224
45147,3,0.308
45147,4,0.272
45147,5,0.276
45147,6,0.267
45147,7,0.368
45147,8,0.326
45147,9,0.312
45147,10,0.27
45147,11,0.249
45147,12,0.188
45147,13,0.136
45147,14,0.097
45147,15,0.114
45147,16,0.101
45147,17,0.162
45147,18,0.185
45147,19,0.37
45147,20,0.35
45147,21,0.568
45147,22,0.407
45147,23,0.326
45148,0,0.259
45148,1,0.2
45148,2,0.184
45148,3,0.138
45148,4,0.327
45148,5,0.421
45148,6,0.694
45148,7,0.828
45148,8,0.277
45148,9,0.182
45148,10,0.165
45148,11,0.197
45148,12,0.225
45148,13,0.164
45148,14,0.154
45148,15,0.191
45148,16,0.222
45148,17,0.294
45148,18,0.535
45148,19,0.747
45148,20,0.872
45148,21,0.798
45148,22,0.79
45148,23,0.459
45149,0,0.388
45149,2,0.304
45149,3,0.364
45149,4,0.446
45149,5,0.398
45149,6,0.424
45149,7,0.5
45149,8,0.533
45149,9,0.407
45149,10,0.197
45149,11,0.151
45149,12,0.141
45149,13,0.158
45149,14,0.272
45149,15,0.315
45149,16,0.329
45149,17,0.434
45149,18,0.737
45149,19,0.862
45149,20,0.781
45149,21,0.876
45149,22,0.509
45149,23,0.471
45150,0,0.253
45150,1,0.2
45150,2,0.156
45150,3,0.191
45150,4,0.271
45150,5,0.401
45150,6,0.93
45150,7,0.474
45150,8,0.392
45150,9,0.252
45150,10,0.18
45150,11,0.162
45150,12,0.158
45150,13,0.163
45150,14,0.136
45150,15,0.309
45150,16,0.216
45150,17,0.412
45150,18,0.604
45150,19,0.682
45150,20,0.445
45150,21,0.498
45150,22,0.577
45150,23,0.648
45151,0,0.625
45151,2,0.378
45151,3,0.618
45151,4,0.488
45151,5,0.453
45151,6,0.86
45151,7,0.948
45151,8,0.484
45151,9,0.195
45151,10,0.216
45151,11,0.151
45151,12,0.191
45151,13,0.299
45151,14,0.398
45151,15,0.384
45151,16,0.432
45151,17,0.421
45151,18,0.626
45151,19,0.451
45151,20,0.57
45151,21,0.74
45151,22,0.366
45151,23,0.59
45152,0,0.588
45152,1,0.45
45152,2,0.315
45152,3,0.334
45152,4,0.285
45152,5,0.419
45152,6,0.909
45152,7,1.056
45152,8,0.949
45152,9,0.956
45152,10,0.342
45152,11,0.241
45152,12,0.131
45152,13,0.13
45152,14,0.167
45152,15,0.263
45152,16,0.355
45152,17,0.509
45152,18,0.602
45152,19,0.615
45152,20,0.471
45152,21,0.483
45152,22,0.386
45152,23,0.324
45153,0,0.222
45153,2,0.131
45153,3,0.158
45153,4,0.126
45153,5,0.352
45153,6,0.875
45153,7,1.067
45153,8,0.878
45153,9,0.629
45153,10,0.437
45153,11,0.235
45153,12,0.305
45153,13,0.495
45153,14,0.639
45153,15,0.823
45153,16,0.775
45153,17,0.872
45153,18,0.921
45153,19,1.101
45153,20,0.639
45153,21,0.798
45153,22,0.928
45153,23,0.767
45154,0,0.582
45154,1,0.457
45154,2,0.391
45154,3,0.46
45154,4,0.425
45154,5,0.741
45154,6,1.584
45154,7,2.096
45154,8,1.265
45154,9,0.558
45154,10,0.449
45154,11,0.359
45154,12,0.276
45154,13,0.233
45154,14,0.359
45154,15,0.398
45154,16,0.63
45154,17,0.82
45154,18,1.062
45154,19,0.847
45154,20,0.678
45154,21,0.736
45154,22,0.793
45154,23,0.581
45155,0,0.378
45155,2,0.387
45155,3,0.467
45155,4,0.43
45155,5,0.861
45155,6,1.227
45155,7,0.7
45155,8,0.638
45155,9,0.418
45155,10,0.413
45155,11,0.304
45155,12,0.201
45155,13,0.249
45155,14,0.25
45155,15,0.337
45155,16,0.356
45155,17,0.401
45155,18,0.683
45155,19,0.764
45155,20,0.886
45155,21,0.78
45155,22,0.929
45155,23,0.85
45156,0,0.625
45156,1,0.474
45156,2,0.408
45156,3,0.444
45156,4,0.374
45156,5,0.991
45156,6,1.292
45156,7,2.01
45156,8,1.039
45156,9,0.779
45156,10,0.553
45156,11,0.343
45156,12,0.313
45156,13,0.24
45156,14,0.406
45156,15,0.451
45156,16,0.583
45156,17,1.226
45156,18,0.673
45156,19,0.826
45156,20,0.932
45156,21,0.864
45156,22,0.636
45156,23,0.605
45157,0,0.652
45157,2,0.509
45157,3,0.422
45157,4,0.552
45157,5,0.778
45157,6,1.44
45157,7,1.621
45157,8,1.08
45157,9,0.718
45157,10,0.708
45157,11,0.522
45157,12,0.441
45157,13,0.475
45157,14,0.49
45157,15,0.42
45157,16,0.437
45157,17,0.641
45157,18,0.806
45157,19,1.056
45157,20,1.352
45157,21,0.784
45157,22,0.926
45157,23,0.477
45158,0,0.364
45158,1,0.334
45158,2,0.368
45158,3,0.304
45158,4,0.243
45158,5,0.3
45158,6,0.424
45158,7,0.666
45158,8,0.851
45158,9,0.727
45158,10,0.517
45158,11,0.671
45158,12,0.636
45158,13,0.518
45158,14,0.605
45158,15,0.459
45158,16,0.419
45158,17,0.423
45158,18,0.314
45158,19,0.482
45158,20,0.372
45158,21,0.35
45158,22,0.321
45158,23,0.34
45159,0,0.278
45159,2,0.249
45159,3,0.266
45159,4,0.233
45159,5,0.44
45159,6,1.025
45159,7,1.364
45159,8,0.671
45159,9,0.711
45159,10,0.913
45159,11,0.869
45159,12,0.575
45159,13,0.432
45159,14,0.518
45159,15,0.478
45159,16,0.411
45159,17,0.544
45159,18,0.725
45159,19,0.748
45159,20,0.579
45159,21,0.684
45159,22,0.656
45159,23,0.56
45160,0,0.415
45160,1,0.388
45160,2,0.172
45160,3,0.175
45160,4,0.2
45160,5,0.269
45160,6,0.735
45160,7,1.447
45160,8,1.406
45160,9,1.419
45160,10,1.023
45160,11,0.924
45160,12,0.989
45160,13,0.918
45160,14,0.709
45160,15,0.477
45160,16,0.488
45160,17,0.593
45160,18,0.77
45160,19,0.973
45160,20,0.841
45160,21,0.867
45160,22,1.028
45160,23,0.717
45161,0,0.871
45161,2,0.541
45161,3,0.51
45161,4,0.375
45161,5,0.84
45161,6,1.989
45161,7,1.172
45161,8,0.744
45161,9,0.445
45161,10,0.271
45161,11,0.296
45161,12,0.235
45161,13,0.202
45161,14,0.227
45161,15,0.213
45161,16,0.293
45161,17,0.375
45161,18,0.625
45161,19,0.8
45161,20,0.775
45161,21,0.465
45161,22,0.497
45161,23,0.592
45162,0,0.456
45162,1,0.56
45162,2,0.623
45162,3,0.714
45162,4,0.61
45162,5,0.845
45162,6,1.619
45162,7,2.191
45162,8,1.708
